company,repository,link,hash,subject,message,changed_file,commit_labels,file_labels
a10 networks,networking-cisco,http://github.com/openstack/networking-cisco/commit/e6f0c7f6f4227097819fe90a8be6d220e03731af,e6f0c7f6f4227097819fe90a8be6d220e03731af,Switch to using hacking checks from neutron-lib,Temporarily comment out the 'no neutron' check.Change-Id: If5dda0bac646aacfdfea30d8f4ff0522bda01f8ePartially-Implements: blueprint neutron-lib," 2 files changed, 6 insertions(+), 3 deletions(-)",feature,build-2
mirantis,rally,http://github.com/openstack/rally/commit/878ed9bea169668ebbe6761802b8e39ec73b35ca,878ed9bea169668ebbe6761802b8e39ec73b35ca,[rally-jobs] unblock gates,Temporary move failed gates to non-voting jobChange-Id: Ie58ed4997026ab5502dbe203fd1ad0d5ef816a15," 3 files changed, 66 insertions(+), 83 deletions(-)",fix,deploy-3
red hat,heat,http://github.com/openstack/heat/commit/e0d9982d400f175474ee88e508fae07c9761f84f,e0d9982d400f175474ee88e508fae07c9761f84f,Copy the RHEL6 eventlet workaround from Oslo,"Tests in oslo-incubator now need the horrendous hack to workaround anissue with eventlet on RHEL6. We've moved the patch_tox_venv tooland redhat-eventlet.patch into oslo-incubator, so add them toopenstack-common.conf.Change-Id: I1acfec282b64d7582144b155119bedb1741db2f7"," 4 files changed, 44 insertions(+), 1 deletion(-)",fix,code-2;build-1;deploy-1
huawei,aodh,http://github.com/openstack/aodh/commit/2a1a6adc16fac29ae58ae64b01664e3174627b5a,2a1a6adc16fac29ae58ae64b01664e3174627b5a,"Use ""topics"" instead of ""topic"" in Notifier initialization","The ""topic"" parameter of the __init__method of Notifier has beendeprecated and will be removed. see change[1].[1] Id89957411aa219cff92fafec2f448c81cb57b3caChange-Id: Id9bd23b8dce911714c0e2738ff5eb5e97221bdce"," 1 file changed, 1 insertion(+), 1 deletion(-)",deprecate,code-1
at&t,watcher-dashboard,http://github.com/openstack/watcher-dashboard/commit/760a274b653eac88313c2d907635fa611d89415a,760a274b653eac88313c2d907635fa611d89415a,Removed unused 'alarm' field,"The 'alarm' field is currently unused, so it has been removed.Change-Id: I20d4db6cd65ad22fea78a466bda7c8c6e7c054b7Closes-Bug: #1550261"," 1 file changed, 1 insertion(+), 1 deletion(-)",fix;deprecate,code-1
at&t,python-watcherclient,http://github.com/openstack/python-watcherclient/commit/f306a61ecef2bba9ad05106d3e43fef0eb5748d3,f306a61ecef2bba9ad05106d3e43fef0eb5748d3,Removed unused 'alarm' field,"The 'alarm' field is currently unused, so it has been removed.Change-Id: I5262dbf65f730ef6974f76186f26e26e3b69a677Closes-Bug: #1550261"," 3 files changed, 2 insertions(+), 7 deletions(-)",fix;deprecate,test-2;code-1
huawei,nova,https://github.com/openstack/nova/commit/f6592c94fd1790403facbbad09ed9bd75008b3ce,f6592c94fd1790403facbbad09ed9bd75008b3ce,Fix api sample references in 2 more files.,The api sample reference is not correctfix incorrect return value.1. servers-action-console-output.inc2. servers-action-crash-dump.incPart of bp:api-ref-in-rstChange-Id: Id0d946478a6a59f63f22117944309d3eb66013d3," 2 files changed, 3 insertions(+), 3 deletions(-)",fix,doc-2
midokura,requirements,http://github.com/openstack/requirements/commit/4dbd68f4d8f6d71f5c0aadc6e7186f7652bd660f,4dbd68f4d8f6d71f5c0aadc6e7186f7652bd660f,Update Ryu versions,"The bug which caused bug 1583011 exists on 4.1 as well,and has been fixed by 4.2.1.The bug intruduced by:https://github.com/osrg/ryu/commit/7d42aecb8d6b4e91e4704fabb1d9eca1d873c148and fixed by:https://github.com/osrg/ryu/commit/7f383974424e7080dabca217da607dcea2c64e9fhttps://github.com/osrg/ryu/commit/a20b9e1fcd675e593c8b4cb383f28f404ff62addCloses-Bug: #1583011Change-Id: I5307bd8b2fbd2dc8b6f46fdf3c96a530bb27f8fa"," 2 files changed, 2 insertions(+), 2 deletions(-)",fix,doc-1;build-1
cisco systems,horizon,http://github.com/openstack/horizon/commit/957258ad14c1abcf7861862a1bf4c24435ff0e02,957258ad14c1abcf7861862a1bf4c24435ff0e02,Fix css class for cancel button on metadata modal,"The cancel button should have css class ""cancel"" to be consistent with the othercancel buttons across the UI.Change-Id: Iee4e3336382c3a61dc722e1c3a2d824366ce7602Closes-bug: #1593886"," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,doc-1
mirantis,puppet-heat,http://github.com/openstack/puppet-heat/commit/a70877902ce995ed582ed4e58088a99b8a3fb713,a70877902ce995ed582ed4e58088a99b8a3fb713,Cleanup rabbit ssl checks,"The checks for rabbitmq ssl parameters weren't removedin commit with switching to oslo::messaging usage.These check are already in oslo::messaging define,so don't need to keep them in heat module anymore.Remove unit test with strict requirement for settingkombu_ssl_certfile and kombu_ssl_keyfile parameterstogether as this isn't actually required in oslo messaging.Change-Id: I822905723a07f5835202b4475944bffd206d8b86"," 2 files changed, 29 deletions(-)",deprecate,deploy-2
spanish national research council,keystoneauth,http://github.com/openstack/keystoneauth/commit/31796b370f5dbcb322dc82a107051c4c58a6af2f,31796b370f5dbcb322dc82a107051c4c58a6af2f,Add missing class name to tuple of public objects,"The class name OidcClientCredentials is missing in the __all__ list ofpublic objects from keystoneauth1/identity/v3/oidc.py, therefore itcouldn't be loaded.Change-Id: Ife9f58f14d31863904673c962c06cc1d3df4b49dCloses-bug: #1608419"," 5 files changed, 17 insertions(+), 3 deletions(-)",fix,code-1
ntt,blazar-nova,http://github.com/openstack/blazar-nova/commit/5af5f1dbb8445ab253f2b975a52c53c2472d2826,5af5f1dbb8445ab253f2b975a52c53c2472d2826,Replace climateclient with blazarclient,The climateclient namespace has been migrated to blazarclient in thepython-blazarclient repo [1]. This patch follows the changes.[1] https://review.openstack.org/#/c/432953/Change-Id: I256445789e771b374957fae6d5c07dfcbd46510fDepends-On: Ibf900f9a8a7a7bfb0b6b213545b9cbf121ce0df7Partial-Bug: #1663460," 3 files changed, 5 insertions(+), 5 deletions(-)",fix;refactor,test-2;code-1
netapp,openstack-ansible-os_cloudkitty,http://github.com/openstack/openstack-ansible-os_cloudkitty/commit/76075abf713f823cd79bf43161c6ce0ebc147a07,76075abf713f823cd79bf43161c6ce0ebc147a07,more kitty changes,The cloudkitty.conf and defaults/main had someincorrect info in it keeping kitty from workingcorrectly with keystone v3," 2 files changed, 7 insertions(+), 11 deletions(-)",,deploy-2
red hat,nova,https://github.com/openstack/nova/commit/3b662b33b29a4ce1ce205f326309e0c7c6245673,3b662b33b29a4ce1ce205f326309e0c7c6245673,libvirt: Fix confusing use of mox.StubOutWithMock,"The code was using a side effect of mox.StubOutWithMock to resetlibvirt_driver.LibvirtDriver._conn after a test before resetting it manually.This code is shorter, and it's obvious what it does.Change-Id: I78393f76e132397dd198ac4b6ff998c785ff5690"," 1 file changed, 1 insertion(+), 2 deletions(-)",fix,test-1
ipnett ab,openstacksdk,http://github.com/openstack/openstacksdk/commit/b01d9deffb5187470f5e3d017d8eaca77a7bc2d0,b01d9deffb5187470f5e3d017d8eaca77a7bc2d0,compute/v2/server: add ?all_tenants=bool to list,The compute v2 API accepts ?all_tenants=bool for operators to list allprojects' servers.This change adds this capability.Change-Id: Ifbe960751c86fd8c1f187c1c293abbb87561aefc," 2 files changed, 2 insertions(+), 1 deletion(-)",,test-1;code-1
godaddy,oslo.messaging,http://github.com/openstack/oslo.messaging/commit/00bb55edf6835b7ce8ab98b76dcc7d403a2c4ce2,00bb55edf6835b7ce8ab98b76dcc7d403a2c4ce2,The need to wait for a given time is no longer valid in 3.2+,The condition interrupt but is fixed in 3.2 so we can avoidsome of the legacy logic in that version (and eventually atsome point we can just remove that code).Change-Id: I45a871a212bb06fb69c36405161a9e66601b0f0d," 1 file changed, 12 insertions(+), 3 deletions(-)",fix;deprecate,code-1
intel,placement,http://github.com/openstack/placement/commit/948a285be0d489c8e0c803233057961253753f89,948a285be0d489c8e0c803233057961253753f89,Remove deprecated legacy_api config options,The config options 'osapi_compute_ext_list' and 'osapi_compute_extension'that are deprecated in mitaka has been removed in newton.Blueprint centralize-config-options-newtonChange-Id: I899c0a7da371138ed5e448d33a10d8ec46e42fe1," 1 file changed, 48 insertions(+), 45 deletions(-)",deprecate;feature,code-1
midokura,networking-midonet,http://github.com/openstack/networking-midonet/commit/f20a021e7b47e207c2f8623da6b3c8432b94d1b1,f20a021e7b47e207c2f8623da6b3c8432b94d1b1,Add gate hook,The contents are identical to what we have in project-config today.Closes-Bug: #1552033Change-Id: I20407b00d47ff2b5119ef5b9f077f6f97683db49," 3 files changed, 370 deletions(-)",fix,deploy-1
walmart,openstack-ansible-os_swift,http://github.com/openstack/openstack-ansible-os_swift/commit/288500cdf1fa04f1311cf4b126c88d190bb6113f,288500cdf1fa04f1311cf4b126c88d190bb6113f,Skip unavailable hosts when distributing keys,"The 'Create authorized keys file from host vars' task assumes that everyhost within the swift_all and swift_remote_all groups is available. Ifany host within those groups is offline, excluded through a limit, orhas otherwise failed an earlier task, it will lead to this task failingfor every host.Add a when clause checking for the existence of the swift_pubkeyhostvar so that the task and remainder of the role can continue when aswift host is unavailable.Change-Id: Iee8d5557ae5965d75fd433009796c26324f5dc80"," 1 file changed, 5 insertions(+), 5 deletions(-)",fix,deploy-1
independent,poppy,http://github.com/openstack/poppy/commit/b615ebd6b5f42b57ce10f3f05d19eddc960378e8,b615ebd6b5f42b57ce10f3f05d19eddc960378e8,Removes the cls. prefix for alt_auth_token and alt_project_id,The current code has those two fields prefixed with cls. on lines79 and 80.  This causes the runtime errors:AttributeError: type object '<someclass>' has no attribute 'alt_auth_token'andAttributeError: type object '<someclass>' has no attribute 'alt_project_id'Change-Id: Ib8f52f50fe3d9eabe1c02d47ad7b7a13c6092133Implements: blueprint cls-prefix," 1 file changed, 2 insertions(+), 2 deletions(-)",fix;deprecate;feature,test-1
kylin cloud,puppet-neutron,http://github.com/openstack/puppet-neutron/commit/931b00c7a290c637ac894e278b42dc9f01145f8c,931b00c7a290c637ac894e278b42dc9f01145f8c,Add support for the oslo db_max_retries option,The db_max_retries parameter regulates the number of reconnectionattempts performed after an error raised rather than at startup.Change-Id: I27ec589bb2e43cbb5cd32e579fc25fd8239bf0f6Closes-Bug: 1579718," 2 files changed, 11 insertions(+), 1 deletion(-)",fix,deploy-2
ibm,cookbook-openstack-dashboard,http://github.com/openstack/cookbook-openstack-dashboard/commit/654533a79d2177b63957e08e59e04ebfb300b5e0,654533a79d2177b63957e08e59e04ebfb300b5e0,Remove default apache port,"The default apache port overlaps with horizon, butuses a different address syntax, *:80  vs 0.0.0.0:80.This causes apache2 to sometimes fail on startup withAddress already in use: AH00072: make_sock: could not bind to address [::]:80Change-Id: I7aa178878a6d283c4e5e0334a8bdcba30c8f242a"," 2 files changed, 5 insertions(+), 2 deletions(-)",fix;deprecate,deploy-2
godaddy,oslo.middleware,http://github.com/openstack/oslo.middleware/commit/830149dbebdf62e5f0ed93e011fb6bbee44896cb,830149dbebdf62e5f0ed93e011fb6bbee44896cb,Remove direct dependency on babel,The dependency on oslo.i18n already forces this requirement.Change-Id: Ifc708a432a8c89aa2a98f0d33c189cad4e25e931," 1 file changed, 1 insertion(+), 1 deletion(-)",deprecate,build-1
charter,puppet-openstack-integration,http://github.com/openstack/puppet-openstack-integration/commit/561bb95032733c28501d24cf88ff51d4d7fec936,561bb95032733c28501d24cf88ff51d4d7fec936,Don't use deprecated trove guestagent template,"The deprecated guestagent template will be removed, so don't use it. Bynot using it, this will pull in the guestagent class (with servicedisabled as it should be on an API node). This will expose issues likeBug 1580005.Change-Id: I2aafb6a3eba4b690ed7e4f8fdc8622594c627999"," 1 file changed, 4 insertions(+), 4 deletions(-)",fix;deprecate,deploy-1
ibm,oslo-incubator,http://github.com/openstack/oslo-incubator/commit/90ada0eb5486878b5f12346d92872537de53109a,90ada0eb5486878b5f12346d92872537de53109a,update deprecated stanza,"the deprecated stanza from nova had hard coded""Deprecated Config"", but is now be used in not configscenarios. Update it to just ""Deprecated"".Change-Id: Icf86447aea6cd509e4e67fe0be7e9157006410a4"," 2 files changed, 4 insertions(+), 4 deletions(-)",deprecate,test-1;code-1
easystack,keystone,http://github.com/openstack/keystone/commit/97a63416eebdcd77f9000392d0874e879fa32ce7,97a63416eebdcd77f9000392d0874e879fa32ce7,Don't include openstack/common in flake8 exclude list,"The directory openstack/common was used to keep codes fromoslo-incubator, we have retired oslo-incubator, so don't usethis directory any more.Change-Id: I0637c17f5c7aecf5bda87c8e7a6ef834be299baa"," 1 file changed, 1 insertion(+), 1 deletion(-)",,build-1
godaddy,tooz,http://github.com/openstack/tooz/commit/18e31db320ffda97a8c3d81d3b89132f1fb3be93,18e31db320ffda97a8c3d81d3b89132f1fb3be93,"Makedirs only throws oserror, so only catch that",The docs state this only throws OSError so we mightas well just catch only that vs its parent class.Change-Id: I829996caf7ff256ff4949b8e1e0f27e233bab467," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,code-1
vexxhost,puppet-keystone,http://github.com/openstack/puppet-keystone/commit/142beea348964be685f2e03d7df32338ab5915f9,142beea348964be685f2e03d7df32338ab5915f9,Use the correct endpoint for OpenID connect configuration,"The endpoint for the public is incorrectly listed as admin_endpoint,this patch resolves this issue.Change-Id: I3b97014cea953fa522718bb1c42054b60ad81e82"," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,deploy-1
rackspace,blazar,http://github.com/openstack/blazar/commit/ac915532e487a2bfe53123427e4630bf7bb26e3e,ac915532e487a2bfe53123427e4630bf7bb26e3e,Update openstack/common/lockutils,The following commits are in this update:79e6bc6 fix lockutils.lock() to make it thread-safeace5120 Add main() to lockutils that creates temp dir for locks537d8e2 Allow lockutils to get lock_path conf from envvard498c42 Fix to properly log when we release a semaphoreChange-Id: Ida26987e8841d79f3d4627d7f46ab08eb59234ec," 1 file changed, 43 insertions(+), 15 deletions(-)",fix,code-1
walmart,openstack-ansible,http://github.com/openstack/openstack-ansible/commit/5e3f0ba45c60e505606bc19a1ddbb4eb27099b1d,5e3f0ba45c60e505606bc19a1ddbb4eb27099b1d,Remove search_regex from mariadb port check,"The 'galera-cluster-rolling-restart.yml' upgrade playbook contains arace condition when checking that the mariadb port is available afterrestarting a galera container. The port can be open but not yet responsivewhich will lead to a 'Connection reset by peer' socket error, ending theplaybook run.Remove the search_regex to avoid prematurely communicating over thesocket. The existing subsequent task will validate that the service isbehaving correctly.Change-Id: I47f7a66ff9acdf52bf1daeb005c0265fcd1bf7bd"," 1 file changed, 11 insertions(+), 3 deletions(-)",fix;deprecate,deploy-1
fujitsu,designate,http://github.com/openstack/designate/commit/837e69eb7e5e02f0199d2358bd70a64a709788f5,837e69eb7e5e02f0199d2358bd70a64a709788f5,Remove a py34 environment from tox,"The gating on python 3.4 is restricted to <= Mitaka. This is due tothe change from Ubuntu Trusty to Xenial, where only python3.5 isavailable. There is no need to continue to keep these settings.Change-Id: Ib594e12fb7a238e5cb3610ace8a66fbaefe0e660"," 2 files changed, 2 insertions(+), 6 deletions(-)",deprecate,build-1;deploy-1
openstack foundation,governance-uc,http://github.com/openstack/governance-uc/commit/c86fd41bc8d6bb6e0dc330b86935f45f4d1c32ae,c86fd41bc8d6bb6e0dc330b86935f45f4d1c32ae,Remove link to empty wiki page,"The Governance/UserCommittee wiki page is empty, so the linkto it on the front page of the UC pages should be removedbefore the site is actually published.Change-Id: If9bd7be67bd62ed51404752bbbfe5863a458c6a9"," 1 file changed, 76 insertions(+), 5 deletions(-)",deprecate,doc-1
objectif libre,flame,http://github.com/openstack/flame/commit/96aa0a2b143bdebe6f533e327c2928f8ebe2d0b9,96aa0a2b143bdebe6f533e327c2928f8ebe2d0b9,Update the format of flame generate-stack-data,The heat client now requires the stack data and the stack template to bepassed through the same file.This change affects the output of flameclient.Client.generate andreplaces flameclient.Client.heat_template andflameclient.Client.stack_data_template by a single method :heat_template_and_data.Change-Id: I14f703cb09e9dc81c5fa89d60ed10c53c61ce004," 4 files changed, 44 insertions(+), 25 deletions(-)",refactor,test-1;code-3
